agent_a,agent_b,game,agent,opponent,seat,score,captures,net_captures,capture_points,control_points,passes,pass_rate,chosen_move1,chosen_move2,chosen_mobilize,chosen_capture,chosen_swap,exposed_move1,exposed_move2,exposed_mobilize,exposed_capture,exposed_swap,game_final_pass_streak,game_deadlocked
expectimax,minimax,10,minimax,expectimax,second,45,7,0,21,24,0,0.000000,12,15,7,7,9,30,20,41,9,13,0,False
expectimax,minimax,11,expectimax,minimax,first,41,9,4,27,14,0,0.000000,14,13,8,9,6,24,20,39,9,11,0,False
expectimax,minimax,11,minimax,expectimax,second,55,9,0,27,28,0,0.000000,15,10,7,9,9,29,23,40,10,11,0,False
expectimax,minimax,12,expectimax,minimax,first,53,12,3,36,17,0,0.000000,12,11,10,12,5,24,19,43,16,8,0,False
expectimax,minimax,12,minimax,expectimax,second,49,8,0,24,25,0,0.000000,17,10,4,8,11,31,15,41,12,11,0,False
expectimax,minimax,13,expectimax,minimax,first,52,12,0,36,16,0,0.000000,18,6,6,12,8,27,17,44,16,13,0,False
expectimax,minimax,13,minimax,expectimax,second,50,7,1,21,29,0,0.000000,14,14,8,7,7,26,24,44,10,14,0,False
expectimax,minimax,14,expectimax,minimax,first,56,9,1,27,29,0,0.000000,16,8,10,9,7,23,32,39,10,11,0,False
expectimax,minimax,14,minimax,expectimax,second,46,10,2,30,16,0,0.000000,14,11,6,10,9,24,32,37,10,13,0,False
expectimax,minimax,15,expectimax,minimax,first,64,12,2,36,28,0,0.000000,16,12,2,12,8,28,20,43,13,8,0,False
expectimax,minimax,15,minimax,expectimax,second,45,8,0,24,21,0,0.000000,13,11,11,8,7,26,20,44,10,9,0,False
expectimax,minimax,16,expectimax,minimax,first,46,9,0,27,19,0,0.000000,17,10,9,9,5,32,20,41,11,7,0,False
expectimax,minimax,16,minimax,expectimax,second,56,9,1,27,29,0,0.000000,14,11,6,9,10,32,22,39,9,12,0,False
expectimax,minimax,17,expectimax,minimax,first,3,1,0,3,0,44,0.880000,3,0,2,1,0,4,2,4,48,1,89,True
expectimax,minimax,17,minimax,expectimax,second,6,1,0,3,3,45,0.900000,1,1,1,1,1,3,3,2,49,1,89,True
expectimax,minimax,18,expectimax,minimax,first,47,7,2,21,26,0,0.000000,16,9,11,7,7,24,28,46,9,9,0,False
expectimax,minimax,18,minimax,expectimax,second,54,12,1,36,18,0,0.000000,11,14,5,12,8,22,28,45,14,9,0,False
expectimax,minimax,19,expectimax,minimax,first,0,0,0,0,0,47,0.940000,2,0,1,0,0,2,0,1,50,0,94,True
expectimax,minimax,19,minimax,expectimax,second,1,0,0,0,1,47,0.940000,1,1,1,0,0,1,1,1,50,0,94,True
expectimax,minimax,20,expectimax,minimax,first,49,12,1,36,13,0,0.000000,16,10,6,12,6,25,12,49,13,8,0,False
expectimax,minimax,20,minimax,expectimax,second,53,6,1,18,35,0,0.000000,15,12,7,6,10,25,15,50,8,10,0,False
expectimax,minimax,21,expectimax,minimax,first,49,7,1,21,28,0,0.000000,17,9,6,7,11,26,20,44,10,12,0,False
expectimax,minimax,21,minimax,expectimax,second,57,13,3,39,18,0,0.000000,11,14,8,13,4,26,20,47,15,5,0,False
expectimax,minimax,22,expectimax,minimax,first,69,12,3,36,33,0,0.000000,18,9,4,12,7,27,20,43,12,11,0,False
expectimax,minimax,22,minimax,expectimax,second,35,7,0,21,14,0,0.000000,11,13,10,7,9,23,20,45,9,12,0,False
expectimax,minimax,23,expectimax,minimax,first,40,7,0,21,19,0,0.000000,16,13,7,7,7,36,29,31,10,13,0,False
expectimax,minimax,23,minimax,expectimax,second,65,13,3,39,26,0,0.000000,13,9,8,13,7,32,25,35,16,13,0,False
expectimax,minimax,24,expectimax,minimax,first,45,9,0,27,18,0,0.000000,14,11,8,9,8,28,23,43,10,13,0,False
expectimax,minimax,24,minimax,expectimax,second,50,10,0,30,20,0,0.000000,15,9,8,10,8,29,19,44,11,13,0,False
expectimax,minimax,25,expectimax,minimax,first,52,10,1,30,22,0,0.000000,13,13,4,10,10,23,21,43,10,11,0,False
expectimax,minimax,25,minimax,expectimax,second,47,8,0,24,23,0,0.000000,17,8,11,8,6,28,21,44,8,7,0,False
expectimax,minimax,26,expectimax,minimax,first,55,10,3,30,25,0,0.000000,14,11,8,10,7,32,13,45,11,9,0,False
expectimax,minimax,26,minimax,expectimax,second,50,9,0,27,23,0,0.000000,14,11,7,9,9,30,15,43,10,11,0,False
expectimax,minimax,27,expectimax,minimax,first,42,9,0,27,15,0,0.000000,16,10,7,9,8,27,26,32,14,14,0,False
expectimax,minimax,27,minimax,expectimax,second,63,11,1,33,30,0,0.000000,12,9,10,11,8,31,26,32,13,15,0,False
expectimax,minimax,28,expectimax,minimax,first,65,14,4,42,23,0,0.000000,13,13,5,14,5,24,19,45,18,10,0,False
expectimax,minimax,28,minimax,expectimax,second,33,5,1,15,18,0,0.000000,18,9,8,5,10,27,15,45,11,16,0,False
expectimax,minimax,29,expectimax,minimax,first,60,11,4,33,27,0,0.000000,14,11,7,11,7,32,25,36,12,8,0,False
expectimax,minimax,29,minimax,expectimax,second,41,8,0,24,17,0,0.000000,15,12,7,8,8,29,27,33,12,9,0,False
expectimax,random,0,expectimax,random,first,97,17,5,51,46,0,0.000000,18,7,1,17,7,34,31,23,19,18,0,False
expectimax,random,0,random,expectimax,second,5,1,0,3,2,0,0.000000,10,16,16,1,7,29,31,27,13,20,0,False
expectimax,random,1,expectimax,random,first,99,20,2,60,39,0,0.000000,14,6,1,20,9,31,19,29,26,27,0,False
expectimax,random,1,random,expectimax,second,0,0,0,0,0,0,0.000000,14,16,15,0,5,33,22,34,17,21,0,False
expectimax,random,2,expectimax,random,first,93,16,4,48,45,0,0.000000,17,7,1,16,9,35,30,30,19,19,0,False
expectimax,random,2,random,expectimax,second,8,2,0,6,2,0,0.000000,11,14,17,2,6,32,29,34,12,15,0,False
expectimax,random,3,expectimax,random,first,94,17,1,51,43,0,0.000000,19,6,2,17,6,41,21,17,22,24,0,False
expectimax,random,3,random,expectimax,second,4,0,0,0,4,0,0.000000,10,15,18,0,7,38,22,25,13,23,0,False
expectimax,random,4,expectimax,random,first,94,19,2,57,37,0,0.000000,12,9,2,19,8,28,20,21,24,25,0,False
expectimax,random,4,random,expectimax,second,5,0,0,0,5,0,0.000000,15,13,16,0,6,31,23,26,21,23,0,False
expectimax,random,5,expectimax,random,first,99,18,3,54,45,0,0.000000,14,9,4,18,5,26,29,22,24,16,0,False
expectimax,random,5,random,expectimax,second,3,0,0,0,3,0,0.000000,15,13,14,0,8,26,27,28,18,17,0,False
expectimax,random,6,expectimax,random,first,90,16,1,48,42,0,0.000000,15,9,3,16,7,29,23,25,26,26,0,False
expectimax,random,6,random,expectimax,second,6,1,0,3,3,0,0.000000,13,14,16,1,6,25,21,30,19,26,0,False
expectimax,random,7,expectimax,random,first,98,18,2,54,44,0,0.000000,18,6,0,18,8,38,23,21,24,18,0,False
expectimax,random,7,random,expectimax,second,3,0,0,0,3,0,0.000000,10,13,20,0,7,30,24,28,18,19,0,False
expectimax,random,8,expectimax,random,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
expectimax,random,8,random,expectimax,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
expectimax,random,9,expectimax,random,first,87,16,6,48,39,0,0.000000,15,9,2,16,8,38,22,22,21,19,0,False
expectimax,random,9,random,expectimax,second,5,0,0,0,5,0,0.000000,13,13,18,0,6,35,27,28,17,16,0,False
expectimax,random,10,expectimax,random,first,95,19,4,57,38,0,0.000000,15,6,3,19,7,30,24,25,23,21,0,False
expectimax,random,10,random,expectimax,second,3,0,0,0,3,0,0.000000,16,15,13,0,6,33,25,28,18,22,0,False
expectimax,random,11,expectimax,random,first,85,15,3,45,40,0,0.000000,15,10,3,15,7,29,24,14,19,29,0,False
expectimax,random,11,random,expectimax,second,11,3,0,9,2,0,0.000000,12,13,16,3,6,28,22,20,19,28,0,False
expectimax,random,12,expectimax,random,first,93,17,5,51,42,0,0.000000,15,5,3,17,10,30,22,21,26,22,0,False
expectimax,random,12,random,expectimax,second,5,1,0,3,2,0,0.000000,14,16,14,1,5,33,24,24,21,23,0,False
expectimax,random,13,expectimax,random,first,78,15,3,45,33,0,0.000000,17,11,2,15,5,34,22,19,20,34,0,False
expectimax,random,13,random,expectimax,second,16,4,1,12,4,0,0.000000,11,10,17,4,8,30,24,24,15,33,0,False
expectimax,random,14,expectimax,random,first,79,15,4,45,34,0,0.000000,12,11,6,15,6,31,24,21,23,18,0,False
expectimax,random,14,random,expectimax,second,17,3,0,9,8,0,0.000000,16,12,11,3,8,35,23,23,16,17,0,False
expectimax,random,15,expectimax,random,first,97,18,6,54,43,0,0.000000,15,6,5,18,6,37,20,26,26,18,0,False
expectimax,random,15,random,expectimax,second,1,0,0,0,1,0,0.000000,13,15,13,0,9,34,18,27,18,22,0,False
expectimax,random,16,expectimax,random,first,82,13,4,39,43,1,0.020000,16,9,3,13,8,36,21,23,21,19,3,False
expectimax,random,16,random,expectimax,second,12,3,0,9,3,3,0.060000,12,13,14,3,5,32,22,22,20,17,3,False
expectimax,random,17,expectimax,random,first,83,15,4,45,38,0,0.000000,17,10,3,15,5,36,23,22,19,18,0,False
expectimax,random,17,random,expectimax,second,8,2,0,6,2,0,0.000000,14,11,16,2,7,38,22,25,16,19,0,False
expectimax,random,18,expectimax,random,first,96,18,4,54,42,0,0.000000,13,10,2,18,7,35,21,24,23,15,0,False
expectimax,random,18,random,expectimax,second,5,1,0,3,2,0,0.000000,16,12,15,1,6,37,25,25,20,17,0,False
expectimax,random,19,expectimax,random,first,92,18,1,54,38,0,0.000000,12,9,4,18,7,33,26,15,26,23,0,False
expectimax,random,19,random,expectimax,second,7,1,0,3,4,0,0.000000,16,11,14,1,8,30,27,20,19,23,0,False
expectimax,random,20,expectimax,random,first,84,18,6,54,30,0,0.000000,12,10,2,18,8,37,25,20,23,21,0,False
expectimax,random,20,random,expectimax,second,4,0,0,0,4,0,0.000000,17,13,15,0,5,36,24,23,16,21,0,False
expectimax,random,21,expectimax,random,first,80,17,3,51,29,0,0.000000,18,7,3,17,5,36,22,22,22,24,0,False
expectimax,random,21,random,expectimax,second,9,1,0,3,6,0,0.000000,11,13,15,1,10,35,21,27,17,27,0,False
expectimax,random,22,expectimax,random,first,92,18,3,54,38,0,0.000000,12,6,5,18,9,31,22,30,23,17,0,False
expectimax,random,22,random,expectimax,second,8,0,0,0,8,0,0.000000,15,17,13,0,5,30,26,28,14,12,0,False
expectimax,random,23,expectimax,random,first,3,1,1,3,0,48,0.960000,0,1,0,1,0,0,1,1,49,50,97,True
expectimax,random,23,random,expectimax,second,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,50,50,97,True
expectimax,random,24,expectimax,random,first,87,16,2,48,39,0,0.000000,17,5,3,16,9,28,25,28,21,26,0,False
expectimax,random,24,random,expectimax,second,9,1,0,3,6,0,0.000000,12,13,17,1,7,27,28,33,13,20,0,False
expectimax,random,25,expectimax,random,first,87,16,1,48,39,0,0.000000,11,11,4,16,8,36,18,18,19,29,0,False
expectimax,random,25,random,expectimax,second,6,1,0,3,3,0,0.000000,17,11,15,1,6,38,16,22,14,26,0,False
expectimax,random,26,expectimax,random,first,94,17,2,51,43,0,0.000000,15,8,3,17,7,36,26,23,19,20,0,False
expectimax,random,26,random,expectimax,second,11,1,0,3,8,0,0.000000,13,13,14,1,9,34,29,27,12,18,0,False
expectimax,random,27,expectimax,random,first,84,17,3,51,33,0,0.000000,18,6,4,17,5,36,20,20,32,19,0,False
expectimax,random,27,random,expectimax,second,5,0,0,0,5,0,0.000000,10,17,15,0,8,31,27,23,26,22,0,False
expectimax,random,28,expectimax,random,first,85,16,2,48,37,0,0.000000,17,7,3,16,7,32,21,29,21,18,0,False
expectimax,random,28,random,expectimax,second,10,1,0,3,7,0,0.000000,12,14,16,1,7,34,21,30,16,17,0,False
expectimax,random,29,expectimax,random,first,3,1,1,3,0,48,0.960000,0,1,0,1,0,1,1,0,50,0,96,True
expectimax,random,29,random,expectimax,second,0,0,0,0,0,48,0.960000,2,0,0,0,0,2,0,0,50,0,96,True
expectimax,rule,0,expectimax,rule,first,57,9,1,27,30,0,0.000000,18,9,6,9,8,42,22,35,10,8,0,False
expectimax,rule,0,rule,expectimax,second,52,11,0,33,19,0,0.000000,9,13,11,11,6,37,24,36,13,7,0,False
expectimax,rule,1,expectimax,rule,first,45,10,3,30,15,0,0.000000,16,11,7,10,6,23,14,38,12,11,0,False
expectimax,rule,1,rule,expectimax,second,62,9,1,27,35,0,0.000000,14,13,6,9,8,24,18,38,11,13,0,False
expectimax,rule,2,expectimax,rule,first,54,9,1,27,27,0,0.000000,17,9,6,9,9,33,25,30,12,15,0,False
expectimax,rule,2,rule,expectimax,second,56,11,0,33,23,0,0.000000,10,12,10,11,7,29,26,35,17,12,0,False
expectimax,rule,3,expectimax,rule,first,59,13,1,39,20,0,0.000000,17,6,7,13,7,33,18,33,15,12,0,False
expectimax,rule,3,rule,expectimax,second,52,6,0,18,34,0,0.000000,10,17,8,6,9,29,24,35,8,12,0,False
expectimax,rule,4,expectimax,rule,first,42,8,1,24,18,0,0.000000,19,9,10,8,4,33,20,43,8,7,0,False
expectimax,rule,4,rule,expectimax,second,67,11,0,33,34,0,0.000000,10,13,6,11,10,27,19,41,11,11,0,False
expectimax,rule,5,expectimax,rule,first,58,10,1,30,28,0,0.000000,16,10,5,10,9,33,26,31,10,14,0,False
expectimax,rule,5,rule,expectimax,second,50,9,1,27,23,0,0.000000,13,11,12,9,5,32,23,31,10,10,0,False
expectimax,rule,6,expectimax,rule,first,45,9,0,27,18,0,0.000000,15,12,5,9,9,40,24,34,11,12,0,False
expectimax,rule,6,rule,expectimax,second,57,9,3,27,30,0,0.000000,14,10,10,9,7,35,22,34,11,11,0,False
expectimax,rule,7,expectimax,rule,first,54,12,0,36,18,0,0.000000,18,10,4,12,6,28,27,40,13,9,0,False
expectimax,rule,7,rule,expectimax,second,54,7,0,21,33,0,0.000000,13,10,11,7,9,26,24,40,9,13,0,False
expectimax,rule,8,expectimax,rule,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
expectimax,rule,8,rule,expectimax,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
expectimax,rule,9,expectimax,rule,first,43,7,1,21,22,0,0.000000,20,10,7,7,6,36,14,36,8,9,0,False
expectimax,rule,9,rule,expectimax,second,65,11,0,33,32,0,0.000000,9,12,8,11,10,27,18,38,13,13,0,False
expectimax,rule,10,expectimax,rule,first,40,11,0,33,7,0,0.000000,16,11,6,11,6,32,23,31,13,9,0,False
expectimax,rule,10,rule,expectimax,second,66,7,1,21,45,0,0.000000,13,13,9,7,8,34,24,31,9,13,0,False
expectimax,rule,11,expectimax,rule,first,55,11,1,33,22,0,0.000000,16,8,7,11,8,28,21,33,12,10,0,False
expectimax,rule,11,rule,expectimax,second,51,7,0,21,30,0,0.000000,14,15,7,7,7,29,29,35,7,9,0,False
expectimax,rule,12,expectimax,rule,first,53,14,1,42,11,0,0.000000,14,11,6,14,5,36,23,32,17,8,0,False
expectimax,rule,12,rule,expectimax,second,57,6,0,18,39,0,0.000000,15,11,8,6,10,35,21,32,11,13,0,False
expectimax,rule,13,expectimax,rule,first,46,8,0,24,22,0,0.000000,14,11,8,8,9,35,23,36,9,14,0,False
expectimax,rule,13,rule,expectimax,second,63,11,0,33,30,0,0.000000,14,13,6,11,6,36,24,35,12,10,0,False
expectimax,rule,14,expectimax,rule,first,50,9,2,27,23,0,0.000000,20,9,6,9,6,31,21,46,11,12,0,False
expectimax,rule,14,rule,expectimax,second,59,10,2,30,29,0,0.000000,9,13,8,10,10,30,23,43,11,13,0,False
expectimax,rule,15,expectimax,rule,first,55,12,0,36,19,0,0.000000,16,9,7,12,6,35,23,38,13,8,0,False
expectimax,rule,15,rule,expectimax,second,60,8,1,24,36,0,0.000000,12,12,10,8,8,34,26,39,9,10,0,False
expectimax,rule,16,expectimax,rule,first,48,10,1,30,18,0,0.000000,17,12,5,10,6,36,22,33,11,9,0,False
expectimax,rule,16,rule,expectimax,second,57,8,0,24,33,0,0.000000,11,10,12,8,9,34,23,34,9,14,0,False
expectimax,rule,17,expectimax,rule,first,37,7,0,21,16,0,0.000000,17,12,7,7,7,28,21,36,12,15,0,False
expectimax,rule,17,rule,expectimax,second,73,12,0,36,37,0,0.000000,12,8,9,12,9,25,20,38,16,17,0,False
expectimax,rule,18,expectimax,rule,first,63,10,2,30,33,0,0.000000,16,11,3,10,10,34,19,41,15,13,0,False
expectimax,rule,18,rule,expectimax,second,48,10,0,30,18,0,0.000000,12,10,12,10,6,31,18,43,18,8,0,False
expectimax,rule,19,expectimax,rule,first,59,12,1,36,23,0,0.000000,15,11,4,12,8,32,25,25,20,12,0,False
expectimax,rule,19,rule,expectimax,second,53,7,1,21,32,0,0.000000,13,9,13,7,8,32,27,29,14,10,0,False
expectimax,rule,20,expectimax,rule,first,53,8,0,24,29,0,0.000000,13,13,8,8,8,34,25,24,16,10,0,False
expectimax,rule,20,rule,expectimax,second,46,8,1,24,22,0,0.000000,15,10,9,8,8,35,25,28,15,10,0,False
expectimax,rule,21,expectimax,rule,first,56,9,2,27,29,0,0.000000,17,9,6,9,9,28,24,45,12,14,0,False
expectimax,rule,21,rule,expectimax,second,51,9,1,27,24,0,0.000000,12,14,9,9,6,27,25,47,12,8,0,False
expectimax,rule,22,expectimax,rule,first,58,13,1,39,19,0,0.000000,17,8,3,13,9,31,16,45,13,11,0,False
expectimax,rule,22,rule,expectimax,second,50,6,0,18,32,0,0.000000,12,15,10,6,7,27,21,46,9,9,0,False
expectimax,rule,23,expectimax,rule,first,41,7,1,21,20,0,0.000000,16,14,6,7,7,33,19,46,10,9,0,False
expectimax,rule,23,rule,expectimax,second,66,12,0,36,30,0,0.000000,12,8,9,12,9,29,16,46,14,11,0,False
expectimax,rule,24,expectimax,rule,first,42,10,1,30,12,0,0.000000,17,12,3,10,8,31,28,34,11,11,0,False
expectimax,rule,24,rule,expectimax,second,66,9,0,27,39,0,0.000000,12,10,13,9,6,32,24,38,11,11,0,False
expectimax,rule,25,expectimax,rule,first,64,9,0,27,37,0,0.000000,13,14,4,9,10,26,25,35,10,11,0,False
expectimax,rule,25,rule,expectimax,second,41,9,0,27,14,0,0.000000,16,9,11,9,5,25,21,37,10,7,0,False
expectimax,rule,26,expectimax,rule,first,62,12,2,36,26,0,0.000000,16,9,6,12,7,40,26,30,13,8,0,False
expectimax,rule,26,rule,expectimax,second,48,7,0,21,27,0,0.000000,11,12,11,7,9,39,28,29,9,12,0,False
expectimax,rule,27,expectimax,rule,first,49,12,0,36,13,0,0.000000,13,12,8,12,5,26,15,47,15,12,0,False
expectimax,rule,27,rule,expectimax,second,62,8,0,24,38,0,0.000000,14,10,7,8,11,27,16,47,10,14,0,False
expectimax,rule,28,expectimax,rule,first,81,15,0,45,36,0,0.000000,11,11,6,15,7,29,19,39,16,10,0,False
expectimax,rule,28,rule,expectimax,second,30,4,0,12,18,0,0.000000,16,12,9,4,9,33,17,40,7,12,0,False
expectimax,rule,29,expectimax,rule,first,73,15,3,45,28,0,0.000000,11,7,9,15,8,35,29,34,17,12,0,False
expectimax,rule,29,rule,expectimax,second,32,3,0,9,23,0,0.000000,17,15,7,3,8,37,35,33,9,12,0,False
greedy,expectimax,0,greedy,expectimax,first,23,5,0,15,8,0,0.000000,11,16,12,5,6,37,25,29,8,8,0,False
greedy,expectimax,0,expectimax,greedy,second,82,15,4,45,37,0,0.000000,18,4,4,15,9,37,18,24,15,10,0,False
greedy,expectimax,1,greedy,expectimax,first,36,11,0,33,3,0,0.000000,11,12,10,11,6,24,24,43,13,8,0,False
greedy,expectimax,1,expectimax,greedy,second,63,7,1,21,42,0,0.000000,19,11,4,7,9,27,27,44,9,11,0,False
greedy,expectimax,2,greedy,expectimax,first,32,7,0,21,11,0,0.000000,12,18,6,7,7,38,23,27,10,11,0,False
greedy,expectimax,2,expectimax,greedy,second,75,13,1,39,36,0,0.000000,13,3,12,13,9,36,14,29,15,14,0,False
greedy,expectimax,3,greedy,expectimax,first,46,13,2,39,7,0,0.000000,13,9,8,13,7,34,16,33,14,9,0,False
greedy,expectimax,3,expectimax,greedy,second,54,6,0,18,36,0,0.000000,19,12,6,6,7,34,18,35,7,7,0,False
greedy,expectimax,4,greedy,expectimax,first,32,8,0,24,8,0,0.000000,12,11,12,8,7,36,21,43,10,10,0,False
greedy,expectimax,4,expectimax,greedy,second,69,11,0,33,36,0,0.000000,15,12,5,11,7,38,18,39,16,12,0,False
greedy,expectimax,5,greedy,expectimax,first,31,9,1,27,4,0,0.000000,11,14,10,9,6,32,17,34,14,9,0,False
greedy,expectimax,5,expectimax,greedy,second,60,8,1,24,36,0,0.000000,19,9,6,8,8,34,14,33,13,12,0,False
greedy,expectimax,6,greedy,expectimax,first,27,7,0,21,6,0,0.000000,12,16,8,7,7,37,31,28,9,8,0,False
greedy,expectimax,6,expectimax,greedy,second,58,10,1,30,28,0,0.000000,17,8,6,10,9,35,28,29,11,10,0,False
greedy,expectimax,7,greedy,expectimax,first,39,12,1,36,3,0,0.000000,9,10,11,12,8,31,21,44,13,11,0,False
greedy,expectimax,7,expectimax,greedy,second,64,7,0,21,43,0,0.000000,18,11,6,7,8,30,23,42,9,12,0,False
greedy,expectimax,8,greedy,expectimax,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,expectimax,8,expectimax,greedy,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,expectimax,9,greedy,expectimax,first,25,7,2,21,4,0,0.000000,12,16,8,7,7,35,24,40,8,7,0,False
greedy,expectimax,9,expectimax,greedy,second,72,11,1,33,39,0,0.000000,17,8,6,11,8,32,24,40,13,8,0,False
greedy,expectimax,10,greedy,expectimax,first,28,8,1,24,4,0,0.000000,10,14,10,8,8,33,17,38,11,12,0,False
greedy,expectimax,10,expectimax,greedy,second,67,10,1,30,37,0,0.000000,18,9,7,10,6,35,16,39,12,10,0,False
greedy,expectimax,11,greedy,expectimax,first,29,9,2,27,2,0,0.000000,13,16,5,9,7,27,24,39,10,8,0,False
greedy,expectimax,11,expectimax,greedy,second,70,10,0,30,40,0,0.000000,16,6,10,10,8,32,23,40,10,10,0,False
greedy,expectimax,12,greedy,expectimax,first,2,0,0,0,2,46,0.920000,2,1,1,0,0,2,1,1,50,0,93,True
greedy,expectimax,12,expectimax,greedy,second,0,0,0,0,0,47,0.940000,3,0,0,0,0,3,0,0,50,0,93,True
greedy,expectimax,13,greedy,expectimax,first,33,11,1,33,0,0,0.000000,10,11,9,11,9,34,16,43,14,10,0,False
greedy,expectimax,13,expectimax,greedy,second,70,8,1,24,46,0,0.000000,17,9,9,8,7,32,16,42,9,10,0,False
greedy,expectimax,14,greedy,expectimax,first,42,10,1,30,12,0,0.000000,14,9,9,10,8,38,19,35,10,11,0,False
greedy,expectimax,14,expectimax,greedy,second,52,9,0,27,25,0,0.000000,13,13,7,9,8,36,24,35,9,10,0,False
greedy,expectimax,15,greedy,expectimax,first,50,13,2,39,11,0,0.000000,8,12,9,13,8,31,13,37,14,10,0,False
greedy,expectimax,15,expectimax,greedy,second,55,7,0,21,34,0,0.000000,17,11,7,7,8,34,12,37,9,12,0,False
greedy,expectimax,16,greedy,expectimax,first,33,10,0,30,3,0,0.000000,10,12,11,10,7,42,18,34,11,9,0,False
greedy,expectimax,16,expectimax,greedy,second,69,9,0,27,42,0,0.000000,19,8,5,9,9,45,18,29,10,14,0,False
greedy,expectimax,17,greedy,expectimax,first,24,7,0,21,3,0,0.000000,11,14,10,7,8,32,23,30,8,10,0,False
greedy,expectimax,17,expectimax,greedy,second,70,11,1,33,37,0,0.000000,19,7,5,11,8,35,22,28,12,10,0,False
greedy,expectimax,18,greedy,expectimax,first,31,9,2,27,4,0,0.000000,7,12,13,9,9,20,23,45,11,12,0,False
greedy,expectimax,18,expectimax,greedy,second,71,11,0,33,38,0,0.000000,19,8,5,11,7,27,19,40,14,11,0,False
greedy,expectimax,19,greedy,expectimax,first,36,8,2,24,12,0,0.000000,12,12,7,8,11,25,19,38,15,15,0,False
greedy,expectimax,19,expectimax,greedy,second,56,11,4,33,23,0,0.000000,18,9,7,11,5,30,20,39,15,8,0,False
greedy,expectimax,20,greedy,expectimax,first,42,11,0,33,9,0,0.000000,10,10,9,11,10,24,27,45,12,10,0,False
greedy,expectimax,20,expectimax,greedy,second,48,7,0,21,27,0,0.000000,20,9,8,7,6,32,28,45,9,8,0,False
greedy,expectimax,21,greedy,expectimax,first,38,7,1,21,17,0,0.000000,11,10,13,7,9,34,25,34,11,11,0,False
greedy,expectimax,21,expectimax,greedy,second,66,12,0,36,30,0,0.000000,16,12,4,12,6,36,23,34,14,6,0,False
greedy,expectimax,22,greedy,expectimax,first,43,13,2,39,4,0,0.000000,10,14,3,13,10,25,26,36,14,14,0,False
greedy,expectimax,22,expectimax,greedy,second,56,6,0,18,38,0,0.000000,22,8,9,6,5,32,24,37,9,9,0,False
greedy,expectimax,23,greedy,expectimax,first,40,10,2,30,10,0,0.000000,10,12,9,10,9,36,24,32,15,14,0,False
greedy,expectimax,23,expectimax,greedy,second,59,9,0,27,32,0,0.000000,17,9,8,9,7,34,21,32,15,14,0,False
greedy,expectimax,24,greedy,expectimax,first,38,8,1,24,14,0,0.000000,12,12,10,8,8,34,24,40,9,14,0,False
greedy,expectimax,24,expectimax,greedy,second,61,11,0,33,28,0,0.000000,15,11,5,11,8,34,24,40,11,13,0,False
greedy,expectimax,25,greedy,expectimax,first,44,9,1,27,17,0,0.000000,12,12,6,9,11,31,24,34,10,12,0,False
greedy,expectimax,25,expectimax,greedy,second,51,9,0,27,24,0,0.000000,17,10,9,9,5,34,23,36,9,5,0,False
greedy,expectimax,26,greedy,expectimax,first,43,12,2,36,7,0,0.000000,13,12,8,12,5,32,23,44,13,5,0,False
greedy,expectimax,26,expectimax,greedy,second,61,7,0,21,40,0,0.000000,15,9,8,7,11,28,23,44,9,12,0,False
greedy,expectimax,27,greedy,expectimax,first,51,13,1,39,12,0,0.000000,11,9,12,13,5,36,20,40,15,8,0,False
greedy,expectimax,27,expectimax,greedy,second,53,7,0,21,32,0,0.000000,17,12,4,7,10,36,27,39,9,13,0,False
greedy,expectimax,28,greedy,expectimax,first,37,10,0,30,7,0,0.000000,9,14,11,10,6,37,24,34,13,11,0,False
greedy,expectimax,28,expectimax,greedy,second,59,10,2,30,29,0,0.000000,18,8,5,10,9,39,16,35,13,13,0,False
greedy,expectimax,29,greedy,expectimax,first,45,10,4,30,15,0,0.000000,10,15,8,10,7,34,20,37,13,9,0,False
greedy,expectimax,29,expectimax,greedy,second,53,9,1,27,26,0,0.000000,18,8,7,9,8,37,18,35,15,12,0,False
greedy,greedy,0,greedy,greedy,first,33,5,0,15,18,0,0.000000,17,12,10,5,6,43,14,38,8,11,0,False
greedy,greedy,0,greedy,greedy,second,65,15,3,45,20,0,0.000000,10,10,6,15,9,38,12,34,15,12,0,False
greedy,greedy,1,greedy,greedy,first,69,15,1,45,24,0,0.000000,11,10,9,15,5,41,16,24,17,7,0,False
greedy,greedy,1,greedy,greedy,second,24,5,2,15,9,0,0.000000,14,14,8,5,9,44,21,23,10,10,0,False
greedy,greedy,2,greedy,greedy,first,43,10,0,30,13,0,0.000000,12,12,5,10,11,35,17,31,12,11,0,False
greedy,greedy,2,greedy,greedy,second,58,10,1,30,28,0,0.000000,14,11,10,10,5,33,16,33,12,5,0,False
