game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,mode,pair,family,condition
5,rule,random,A,13,1,0.0275861,4.11e-05,12,11,screen_pieces_2,rule_random,Pieces,2 pieces
6,rule,random,A,77,8,0.1045048,0.0002052,43,43,screen_pieces_2,rule_random,Pieces,2 pieces
7,rule,random,A,86,9,0.0984899,0.0002037,50,50,screen_pieces_2,rule_random,Pieces,2 pieces
0,greedy,random,A,66,20,0.9430517,0.000193,50,50,screen_pieces_4,greedy_random,Pieces,4 pieces
1,greedy,random,A,65,14,1.0806813,0.0004129,50,50,screen_pieces_4,greedy_random,Pieces,4 pieces
2,greedy,random,A,57,16,0.950118401,0.0002083,50,50,screen_pieces_4,greedy_random,Pieces,4 pieces
3,greedy,random,draw,0,0,0.0011867,0.0,1,0,screen_pieces_4,greedy_random,Pieces,4 pieces
4,greedy,random,A,73,11,1.3694917,0.0005131,50,50,screen_pieces_4,greedy_random,Pieces,4 pieces
5,greedy,random,A,63,6,0.8598269,0.0001907,50,50,screen_pieces_4,greedy_random,Pieces,4 pieces
6,greedy,random,A,3,0,0.0212687,1.02e-05,4,3,screen_pieces_4,greedy_random,Pieces,4 pieces
7,greedy,random,A,75,3,0.8584277,0.000251,50,50,screen_pieces_4,greedy_random,Pieces,4 pieces
0,greedy,rule,B,40,68,1.0161246,0.5616137,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
1,greedy,rule,B,30,73,0.8157217,0.7229743,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
2,greedy,rule,B,27,77,0.9294335,0.5382122,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
3,greedy,rule,draw,0,0,0.0011059,0.0,1,0,screen_pieces_4,greedy_rule,Pieces,4 pieces
4,greedy,rule,B,27,81,1.218289,0.632650999,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
5,greedy,rule,B,27,76,0.8346611,0.7021922,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
6,greedy,rule,B,25,74,1.0515951,0.6395158,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
7,greedy,rule,B,44,62,1.0468397,0.6265853,50,50,screen_pieces_4,greedy_rule,Pieces,4 pieces
0,random,greedy,B,20,67,0.0002279,0.7559477,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
1,random,greedy,B,14,73,0.000183299,0.8031451,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
2,random,greedy,B,20,61,0.0002137,0.9337351,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
3,random,greedy,draw,0,0,4.7e-06,0.0,1,0,screen_pieces_4,random_greedy,Pieces,4 pieces
4,random,greedy,B,6,81,0.0004598,1.0844756,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
5,random,greedy,B,15,68,0.0002331,1.2738552,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
6,random,greedy,B,8,75,0.0002942,2.0506122,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
7,random,greedy,B,10,65,0.0007101,1.5475815,50,50,screen_pieces_4,random_greedy,Pieces,4 pieces
0,random,rule,B,8,89,0.000242299,0.594970901,49,50,screen_pieces_4,random_rule,Pieces,4 pieces
1,random,rule,B,7,94,0.0001924,0.6583479,50,50,screen_pieces_4,random_rule,Pieces,4 pieces
2,random,rule,B,2,104,0.0002692,0.4971828,50,50,screen_pieces_4,random_rule,Pieces,4 pieces
3,random,rule,draw,0,0,3.1e-06,0.0,1,0,screen_pieces_4,random_rule,Pieces,4 pieces
4,random,rule,B,4,103,0.000676,0.9210872,50,50,screen_pieces_4,random_rule,Pieces,4 pieces
5,random,rule,B,12,80,0.0002157,0.737829399,50,50,screen_pieces_4,random_rule,Pieces,4 pieces
6,random,rule,B,4,102,0.0001858,0.610736501,50,50,screen_pieces_4,random_rule,Pieces,4 pieces
7,random,rule,B,13,86,0.0002073,0.5203695,50,50,screen_pieces_4,random_rule,Pieces,4 pieces
0,rule,greedy,A,75,34,0.6860368,1.046040401,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
1,rule,greedy,A,73,30,0.7209714,1.005334,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
2,rule,greedy,A,74,27,0.6213347,1.1063627,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
3,rule,greedy,A,85,19,0.633659501,0.8653166,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
4,rule,greedy,A,68,38,0.7549042,1.0667576,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
5,rule,greedy,A,75,31,0.8763814,1.5476583,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
6,rule,greedy,A,74,29,0.9170003,1.2286185,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
7,rule,greedy,A,79,24,0.977734699,1.1569293,50,50,screen_pieces_4,rule_greedy,Pieces,4 pieces
0,rule,random,A,96,12,0.7761056,0.0002002,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
1,rule,random,A,86,14,0.3927369,0.0001941,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
2,rule,random,A,93,4,0.670825301,0.0001879,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
3,rule,random,A,97,4,0.644161901,0.0002526,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
4,rule,random,A,100,7,0.466817,0.000187,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
5,rule,random,A,101,2,0.5018905,0.0002312,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
6,rule,random,A,78,17,0.361239,0.000196,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
7,rule,random,A,105,5,0.5166266,0.0002056,50,50,screen_pieces_4,rule_random,Pieces,4 pieces
0,greedy,random,A,53,7,0.8380327,0.0001973,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
1,greedy,random,A,55,11,0.7128596,0.0001965,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
2,greedy,random,A,55,11,0.7501436,0.0001721,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
3,greedy,random,A,52,2,0.6429985,0.0001724,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
4,greedy,random,A,58,7,0.6044233,0.000175,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
5,greedy,random,A,60,6,0.5811558,0.0001835,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
6,greedy,random,A,59,6,0.627029,0.000179301,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
7,greedy,random,A,63,3,0.6726555,0.0002132,50,50,screen_deck_movement,greedy_random,Deck,Movement-heavy
0,greedy,rule,B,9,65,0.7213717,0.4762271,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
1,greedy,rule,B,34,38,0.6335476,0.241185901,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
2,greedy,rule,B,18,56,0.8176018,0.4314012,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
3,greedy,rule,B,12,58,0.8669021,0.5410588,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
4,greedy,rule,B,6,65,0.5107132,0.3072614,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
5,greedy,rule,B,14,60,0.697237299,0.428966401,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
6,greedy,rule,B,12,62,0.825967401,0.398646,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
7,greedy,rule,B,11,63,0.673577899,0.4043123,50,50,screen_deck_movement,greedy_rule,Deck,Movement-heavy
0,random,greedy,B,10,51,0.0002727,1.2342166,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
1,random,greedy,B,5,51,0.0002124,1.2033391,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
2,random,greedy,B,1,54,0.0002306,0.868207499,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
3,random,greedy,B,2,57,0.0001781,0.6048013,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
4,random,greedy,B,2,61,0.000172601,0.7186006,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
5,random,greedy,B,7,49,0.0001953,0.614381201,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
6,random,greedy,B,9,57,0.0002135,0.6959333,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
7,random,greedy,B,4,58,0.0002168,0.8929384,50,50,screen_deck_movement,random_greedy,Deck,Movement-heavy
0,random,rule,B,4,70,0.0002302,0.3675069,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
1,random,rule,B,2,73,0.0001863,0.3704267,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
2,random,rule,B,3,68,0.0002118,0.4338611,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
3,random,rule,B,1,72,0.000145799,0.3193997,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
4,random,rule,B,0,74,0.0001586,0.355785,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
5,random,rule,B,4,64,0.0011637,0.5365618,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
6,random,rule,B,7,65,0.0001572,0.377125,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
7,random,rule,B,1,72,0.0001702,0.391639201,50,50,screen_deck_movement,random_rule,Deck,Movement-heavy
0,rule,greedy,A,56,18,0.4005999,0.8187853,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
1,rule,greedy,A,54,17,0.3950122,0.7239366,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
2,rule,greedy,A,62,11,0.351759,0.7350656,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
3,rule,greedy,A,64,9,0.4374332,0.7299753,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
4,rule,greedy,A,51,21,0.3702327,0.6187308,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
5,rule,greedy,A,56,18,0.3587366,0.762803,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
6,rule,greedy,A,56,19,0.3778367,0.8188874,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
7,rule,greedy,A,55,18,0.3637217,0.7613216,50,50,screen_deck_movement,rule_greedy,Deck,Movement-heavy
0,rule,random,A,70,4,0.3483817,0.0001532,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
1,rule,random,A,66,4,0.3784411,0.0001858,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
2,rule,random,A,71,2,0.3759866,0.0002018,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
3,rule,random,A,65,4,0.3752114,0.0001669,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
4,rule,random,A,68,6,0.545394,0.000178001,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
5,rule,random,A,67,7,0.4437357,0.0001946,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
6,rule,random,A,68,3,0.404493,0.0001796,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
7,rule,random,A,67,3,0.3770226,0.0001791,50,50,screen_deck_movement,rule_random,Deck,Movement-heavy
0,greedy,random,A,6,0,0.0098395,1.1e-05,4,3,screen_deck_capture,greedy_random,Deck,Capture-heavy
1,greedy,random,A,10,3,0.0172487,1.93e-05,7,6,screen_deck_capture,greedy_random,Deck,Capture-heavy
2,greedy,random,draw,0,0,0.0007359,0.0,1,0,screen_deck_capture,greedy_random,Deck,Capture-heavy
3,greedy,random,A,37,10,0.0770253,4.33e-05,17,16,screen_deck_capture,greedy_random,Deck,Capture-heavy
4,greedy,random,A,9,0,0.0084839,1.07e-05,4,3,screen_deck_capture,greedy_random,Deck,Capture-heavy
5,greedy,random,A,112,23,0.2084806,0.0001279,45,44,screen_deck_capture,greedy_random,Deck,Capture-heavy
6,greedy,random,draw,0,0,0.0,0.0,0,0,screen_deck_capture,greedy_random,Deck,Capture-heavy
7,greedy,random,A,12,0,0.0258641,1.81e-05,7,7,screen_deck_capture,greedy_random,Deck,Capture-heavy
0,greedy,rule,B,53,117,0.3252346,0.1362868,50,48,screen_deck_capture,greedy_rule,Deck,Capture-heavy
1,greedy,rule,B,56,120,0.335353,0.147590601,50,50,screen_deck_capture,greedy_rule,Deck,Capture-heavy
2,greedy,rule,draw,0,0,0.0007235,0.0,1,0,screen_deck_capture,greedy_rule,Deck,Capture-heavy
3,greedy,rule,B,54,120,0.3811544,0.1617545,50,50,screen_deck_capture,greedy_rule,Deck,Capture-heavy
4,greedy,rule,B,55,106,0.5612713,0.260606,50,50,screen_deck_capture,greedy_rule,Deck,Capture-heavy
5,greedy,rule,B,45,121,0.5190812,0.260508101,50,50,screen_deck_capture,greedy_rule,Deck,Capture-heavy
6,greedy,rule,draw,0,0,0.0,0.0,0,0,screen_deck_capture,greedy_rule,Deck,Capture-heavy
7,greedy,rule,B,57,94,0.3312685,0.1296255,45,44,screen_deck_capture,greedy_rule,Deck,Capture-heavy
0,random,greedy,draw,0,0,1.56e-05,0.003545,3,2,screen_deck_capture,random_greedy,Deck,Capture-heavy
1,random,greedy,draw,3,3,1.66e-05,0.0161753,5,4,screen_deck_capture,random_greedy,Deck,Capture-heavy
2,random,greedy,draw,0,0,2.4e-06,0.0,1,0,screen_deck_capture,random_greedy,Deck,Capture-heavy
3,random,greedy,B,21,52,7.8799e-05,0.1347875,27,28,screen_deck_capture,random_greedy,Deck,Capture-heavy
4,random,greedy,draw,3,3,7e-06,0.0032558,3,3,screen_deck_capture,random_greedy,Deck,Capture-heavy
5,random,greedy,B,2,6,1.89e-05,0.0206992,6,6,screen_deck_capture,random_greedy,Deck,Capture-heavy
6,random,greedy,draw,0,0,0.0,0.0,0,0,screen_deck_capture,random_greedy,Deck,Capture-heavy
7,random,greedy,draw,1,1,8.7e-06,0.0122416,3,2,screen_deck_capture,random_greedy,Deck,Capture-heavy
0,random,rule,B,0,1,1.51e-05,0.0010955,3,2,screen_deck_capture,random_rule,Deck,Capture-heavy
1,random,rule,B,18,47,0.0017029,0.0872942,23,22,screen_deck_capture,random_rule,Deck,Capture-heavy
2,random,rule,draw,0,0,2.8e-06,0.0,1,0,screen_deck_capture,random_rule,Deck,Capture-heavy
3,random,rule,B,12,24,4.32e-05,0.0232165,13,13,screen_deck_capture,random_rule,Deck,Capture-heavy
4,random,rule,B,6,10,1.8e-05,0.0040263,5,5,screen_deck_capture,random_rule,Deck,Capture-heavy
5,random,rule,B,4,12,3.16e-05,0.007219,10,9,screen_deck_capture,random_rule,Deck,Capture-heavy
6,random,rule,draw,0,0,0.0,0.0,0,0,screen_deck_capture,random_rule,Deck,Capture-heavy
7,random,rule,B,4,5,1.02e-05,0.006192,5,5,screen_deck_capture,random_rule,Deck,Capture-heavy
0,rule,greedy,B,2,6,0.0033079,0.0067125,4,3,screen_deck_capture,rule_greedy,Deck,Capture-heavy
1,rule,greedy,A,19,6,0.0121744,0.0609565,9,9,screen_deck_capture,rule_greedy,Deck,Capture-heavy
2,rule,greedy,draw,0,0,0.0004471,0.0,1,0,screen_deck_capture,rule_greedy,Deck,Capture-heavy
3,rule,greedy,A,113,55,0.2468455,0.4692349,50,50,screen_deck_capture,rule_greedy,Deck,Capture-heavy
4,rule,greedy,A,104,64,0.169617901,0.3733836,50,50,screen_deck_capture,rule_greedy,Deck,Capture-heavy
5,rule,greedy,A,85,47,0.176756601,0.4109345,42,42,screen_deck_capture,rule_greedy,Deck,Capture-heavy
6,rule,greedy,draw,0,0,0.0,0.0,0,0,screen_deck_capture,rule_greedy,Deck,Capture-heavy
7,rule,greedy,A,137,42,0.176523201,0.3465924,50,50,screen_deck_capture,rule_greedy,Deck,Capture-heavy
0,rule,random,A,5,0,0.0024335,7.5e-06,3,3,screen_deck_capture,rule_random,Deck,Capture-heavy
1,rule,random,A,18,6,0.0116762,1.99e-05,9,9,screen_deck_capture,rule_random,Deck,Capture-heavy
2,rule,random,draw,0,0,0.0006285,0.0,1,0,screen_deck_capture,rule_random,Deck,Capture-heavy
3,rule,random,A,84,9,0.0421914,6.23e-05,30,30,screen_deck_capture,rule_random,Deck,Capture-heavy
4,rule,random,A,2,0,0.0019707,5.2e-06,2,1,screen_deck_capture,rule_random,Deck,Capture-heavy
5,rule,random,A,78,33,0.0422386,9.12e-05,36,36,screen_deck_capture,rule_random,Deck,Capture-heavy
6,rule,random,draw,0,0,0.0,0.0,0,0,screen_deck_capture,rule_random,Deck,Capture-heavy
7,rule,random,A,27,12,0.0148554,0.000533,13,13,screen_deck_capture,rule_random,Deck,Capture-heavy
0,greedy,random,A,56,5,0.4201372,0.000194401,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
1,greedy,random,A,62,6,0.3267501,0.0001881,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
2,greedy,random,A,68,9,0.4615773,0.0001658,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
3,greedy,random,A,54,19,0.4173834,0.0001914,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
4,greedy,random,A,66,14,0.3223811,0.0001483,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
5,greedy,random,A,64,13,0.289197999,0.0001701,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
6,greedy,random,draw,0,0,0.0,0.0,0,0,screen_deck_swap,greedy_random,Deck,Swap-heavy
7,greedy,random,A,70,10,0.3485252,0.0001578,50,50,screen_deck_swap,greedy_random,Deck,Swap-heavy
0,greedy,rule,B,23,77,0.4816945,0.2190625,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
1,greedy,rule,B,29,70,0.561843201,0.3129804,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
2,greedy,rule,B,23,66,0.7262989,0.3778334,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
3,greedy,rule,B,25,70,0.4900672,0.2844168,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
4,greedy,rule,B,30,63,0.6477927,0.3149252,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
5,greedy,rule,B,26,73,0.3757075,0.1958744,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
6,greedy,rule,draw,0,0,0.0,0.0,0,0,screen_deck_swap,greedy_rule,Deck,Swap-heavy
7,greedy,rule,B,34,64,0.5113845,0.3436648,50,50,screen_deck_swap,greedy_rule,Deck,Swap-heavy
0,random,greedy,B,19,54,0.0001847,0.3457014,50,50,screen_deck_swap,random_greedy,Deck,Swap-heavy
1,random,greedy,B,13,70,0.0001688,0.527755001,50,50,screen_deck_swap,random_greedy,Deck,Swap-heavy
2,random,greedy,draw,0,0,2.9e-06,0.0,1,0,screen_deck_swap,random_greedy,Deck,Swap-heavy
3,random,greedy,B,19,63,0.0001625,0.3466262,50,50,screen_deck_swap,random_greedy,Deck,Swap-heavy
4,random,greedy,B,14,65,0.0001638,0.3626802,50,50,screen_deck_swap,random_greedy,Deck,Swap-heavy
5,random,greedy,B,18,63,0.0001952,0.359191001,50,50,screen_deck_swap,random_greedy,Deck,Swap-heavy
6,random,greedy,draw,0,0,0.0,0.0,0,0,screen_deck_swap,random_greedy,Deck,Swap-heavy
7,random,greedy,B,3,64,0.000144299,0.281431001,50,50,screen_deck_swap,random_greedy,Deck,Swap-heavy
0,random,rule,B,4,94,0.0001791,0.2054193,50,50,screen_deck_swap,random_rule,Deck,Swap-heavy
1,random,rule,B,14,88,0.0001291,0.1473073,50,50,screen_deck_swap,random_rule,Deck,Swap-heavy
2,random,rule,draw,0,0,4.1e-06,0.0,1,0,screen_deck_swap,random_rule,Deck,Swap-heavy
3,random,rule,B,14,82,0.0001515,0.198678,50,50,screen_deck_swap,random_rule,Deck,Swap-heavy
4,random,rule,B,6,87,0.000146,0.2293426,50,50,screen_deck_swap,random_rule,Deck,Swap-heavy
5,random,rule,B,12,79,0.0002087,0.4106604,50,50,screen_deck_swap,random_rule,Deck,Swap-heavy
6,random,rule,draw,0,0,0.0,0.0,0,0,screen_deck_swap,random_rule,Deck,Swap-heavy
7,random,rule,B,7,91,0.0001649,0.2088909,50,50,screen_deck_swap,random_rule,Deck,Swap-heavy
0,rule,greedy,A,75,26,0.2782722,0.4300354,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
1,rule,greedy,A,69,25,0.287409,0.5936575,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
2,rule,greedy,A,68,24,0.261031,0.523651399,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
3,rule,greedy,A,74,21,0.2463446,0.4726497,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
4,rule,greedy,A,67,31,0.2789859,0.498352,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
5,rule,greedy,A,68,31,0.2880238,0.5772216,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
6,rule,greedy,draw,0,0,0.0,0.0,0,0,screen_deck_swap,rule_greedy,Deck,Swap-heavy
7,rule,greedy,A,83,13,0.2999129,0.6477209,50,50,screen_deck_swap,rule_greedy,Deck,Swap-heavy
0,rule,random,A,84,13,0.2013967,0.0001375,50,50,screen_deck_swap,rule_random,Deck,Swap-heavy
1,rule,random,A,89,8,0.1834988,0.0001521,50,50,screen_deck_swap,rule_random,Deck,Swap-heavy
2,rule,random,A,91,8,0.2512086,0.0001561,50,50,screen_deck_swap,rule_random,Deck,Swap-heavy
3,rule,random,A,85,17,0.1930807,0.000169,50,50,screen_deck_swap,rule_random,Deck,Swap-heavy
4,rule,random,A,2,1,0.0044391,2.37e-05,2,2,screen_deck_swap,rule_random,Deck,Swap-heavy
5,rule,random,A,91,6,0.1761573,0.0001769,50,50,screen_deck_swap,rule_random,Deck,Swap-heavy
6,rule,random,draw,0,0,0.0,0.0,0,0,screen_deck_swap,rule_random,Deck,Swap-heavy
7,rule,random,A,86,10,0.188427,0.000156,50,50,screen_deck_swap,rule_random,Deck,Swap-heavy
0,greedy,random,A,50,7,0.508574399,0.0001921,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
1,greedy,random,A,49,6,0.4406671,0.0001855,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
2,greedy,random,A,39,10,0.5683689,0.0001865,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
3,greedy,random,A,43,11,0.8031588,0.0001909,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
4,greedy,random,A,36,16,0.4920983,0.0001774,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
5,greedy,random,A,36,10,0.4645497,0.0002009,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
6,greedy,random,A,19,0,0.2553787,0.000108,23,23,screen_capture_score_1,greedy_random,Scoring,Capture = 1
7,greedy,random,A,43,12,0.5050368,0.000311501,50,50,screen_capture_score_1,greedy_random,Scoring,Capture = 1
0,greedy,rule,B,15,54,0.730555899,0.3168404,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
1,greedy,rule,B,15,51,0.498762201,0.3121491,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
2,greedy,rule,B,14,55,0.5465482,0.2604209,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
3,greedy,rule,B,15,54,0.601268,0.327331899,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
4,greedy,rule,B,19,50,0.553486,0.2719757,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
5,greedy,rule,B,12,53,0.7300233,0.362362,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
6,greedy,rule,B,10,58,0.553188,0.2775016,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
7,greedy,rule,B,17,52,0.464172199,0.278680401,50,50,screen_capture_score_1,greedy_rule,Scoring,Capture = 1
0,random,greedy,B,9,47,0.0002045,0.4139285,50,50,screen_capture_score_1,random_greedy,Scoring,Capture = 1
1,random,greedy,B,7,53,0.0001665,0.4601534,50,50,screen_capture_score_1,random_greedy,Scoring,Capture = 1
2,random,greedy,B,9,47,0.0001741,0.4333622,50,50,screen_capture_score_1,random_greedy,Scoring,Capture = 1
3,random,greedy,draw,0,0,4.8e-06,0.0,1,0,screen_capture_score_1,random_greedy,Scoring,Capture = 1
4,random,greedy,B,14,47,0.0001834,0.7157969,50,50,screen_capture_score_1,random_greedy,Scoring,Capture = 1
5,random,greedy,draw,0,0,7.9e-06,0.0085064,3,2,screen_capture_score_1,random_greedy,Scoring,Capture = 1
6,random,greedy,B,16,29,0.0001956,0.3330207,50,50,screen_capture_score_1,random_greedy,Scoring,Capture = 1
7,random,greedy,B,3,13,5.45e-05,0.1186296,17,16,screen_capture_score_1,random_greedy,Scoring,Capture = 1
0,random,rule,B,3,5,4.63e-05,0.01569,8,7,screen_capture_score_1,random_rule,Scoring,Capture = 1
1,random,rule,B,6,63,0.0001713,0.229937799,50,50,screen_capture_score_1,random_rule,Scoring,Capture = 1
2,random,rule,B,5,62,0.0001352,0.1872511,50,50,screen_capture_score_1,random_rule,Scoring,Capture = 1
3,random,rule,draw,0,0,3.8e-06,0.0,1,0,screen_capture_score_1,random_rule,Scoring,Capture = 1
4,random,rule,B,2,69,0.0001534,0.1695581,50,50,screen_capture_score_1,random_rule,Scoring,Capture = 1
5,random,rule,B,6,60,0.0001828,0.409329,50,50,screen_capture_score_1,random_rule,Scoring,Capture = 1
6,random,rule,B,6,62,0.0001926,0.223373,50,50,screen_capture_score_1,random_rule,Scoring,Capture = 1
7,random,rule,B,2,68,0.000147,0.2204606,50,50,screen_capture_score_1,random_rule,Scoring,Capture = 1
0,rule,greedy,A,46,26,0.2918446,0.537542,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
1,rule,greedy,A,56,16,0.2572234,0.4718598,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
2,rule,greedy,A,58,10,0.327055,0.6016022,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
3,rule,greedy,A,58,8,0.2565534,0.5326971,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
4,rule,greedy,A,59,10,0.2830114,0.5138506,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
5,rule,greedy,A,59,10,0.2566734,0.3924617,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
6,rule,greedy,A,56,11,0.3569578,0.5555863,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
7,rule,greedy,A,62,7,0.3006462,0.5475553,50,50,screen_capture_score_1,rule_greedy,Scoring,Capture = 1
0,rule,random,A,65,5,0.2845899,0.0001677,50,50,screen_capture_score_1,rule_random,Scoring,Capture = 1
1,rule,random,A,60,9,0.2775678,0.000190301,50,50,screen_capture_score_1,rule_random,Scoring,Capture = 1
2,rule,random,A,18,1,0.117084,5.56e-05,15,15,screen_capture_score_1,rule_random,Scoring,Capture = 1
3,rule,random,A,61,4,0.218464901,0.0001689,50,50,screen_capture_score_1,rule_random,Scoring,Capture = 1
4,rule,random,A,66,5,0.2679926,0.000164,50,50,screen_capture_score_1,rule_random,Scoring,Capture = 1
5,rule,random,A,64,3,0.3246486,0.0001866,50,50,screen_capture_score_1,rule_random,Scoring,Capture = 1
6,rule,random,A,7,1,0.0117714,2.71e-05,7,6,screen_capture_score_1,rule_random,Scoring,Capture = 1
7,rule,random,A,63,6,0.2193572,0.0001721,50,50,screen_capture_score_1,rule_random,Scoring,Capture = 1
0,greedy,random,A,119,9,0.497779,0.0001793,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
1,greedy,random,A,139,6,0.4399226,0.0002066,50,50,screen_capture_score_5,greedy_random,Scoring,Capture = 5
